Date,Open*,Single_day_Increase(%),Sixty_Days_Increase(%)
2015-1-26,254.08,2.7208,-29.3018
2015-1-27,273.17,7.5134,-21.4834
2015-1-28,263.35,-3.5948,-26.9138
2015-1-29,233.35,-11.3917,-38.1354
2015-1-30,232.77,-0.2486,-39.1137
2015-1-31,226.44,-2.7194,-42.0975
2015-2-1,216.87,-4.2263,-46.9751
2015-2-2,226.49,4.4358,-40.9675
2015-2-3,237.45,4.8391,-34.4569
2015-2-4,227.51,-4.1861,-40.6244
2015-2-5,227.66,0.0659,-40.0489
2015-2-6,216.92,-4.7176,-44.7985
2015-2-7,222.63,2.6323,-38.6805
2015-2-8,227.69,2.2728,-33.7301
2015-2-9,223.39,-1.8885,-33.3869
2015-2-10,220.28,-1.3922,-36.6639
2015-2-11,219.73,-0.2497,-37.3554
2015-2-12,219.21,-0.2367,-35.9887
2015-2-13,221.97,1.2591,-36.0649
2015-2-14,235.53,6.1089,-28.3366
2015-2-15,257.51,9.3321,-13.5629
2015-2-16,234.82,-8.8113,-20.2112
2015-2-17,233.42,-0.5962,-18.115
2015-2-18,243.78,4.4384,-15.7461
2015-2-19,236.41,-3.0232,-22.5222
2015-2-20,240.25,1.6243,-18.3277
2015-2-21,243.75,1.4568,-20.2814
2015-2-22,244.54,0.3241,-20.6711
2015-2-23,235.99,-3.4964,-20.549
2015-2-24,239,1.2755,-18.2992
2015-2-25,238.89,-0.046,-20.9866
2015-2-26,237.34,-0.6488,-18.1492
2015-2-27,236.44,-0.3792,-19.0155
2015-2-28,253.52,7.2238,-10.2242
2015-3-1,254.28,0.2998,-9.3456
2015-3-2,260.36,2.3911,-10.0165
2015-3-3,275.05,5.6422,-2.3926
2015-3-4,281.99,2.5232,-0.1146
2015-3-5,272.74,-3.2803,7.3086
2015-3-6,275.6,1.0486,14.073
2015-3-7,272.29,-1.201,9.2769
2015-3-8,276.43,1.5204,6.6205
2015-3-9,274.81,-0.586,3.2171
2015-3-10,289.86,5.4765,12.6917
2015-3-11,291.52,0.5727,11.5221
2015-3-12,296.13,1.5814,17.5205
2015-3-13,294.12,-0.6788,19.9224
2015-3-14,284.44,-3.2912,16.1653
2015-3-15,281.42,-1.0617,31.372
2015-3-16,285.68,1.5138,53.8738
2015-3-17,290.6,1.7222,37.4106
2015-3-18,285.07,-1.903,36.1007
2015-3-19,255.88,-10.2396,29.6045
2015-3-20,260.96,1.9853,25.8812
2015-3-21,261.64,0.2606,25.4609
2015-3-22,259.92,-0.6574,25.5221
2015-3-23,267.89,3.0663,21.0475
2015-3-24,266.58,-0.489,17.8311
2015-3-25,247.47,-7.1686,11.0136
2015-3-26,246.28,-0.4809,4.237
2015-3-27,248.57,0.9298,2.446
2015-3-28,246.98,-0.6397,-5.7071
2015-3-29,252.74,2.3322,0.2199
2015-3-30,242.88,-3.9012,7.7104
2015-3-31,247.45,1.8816,9.8406
2015-4-1,244.22,-1.3053,11.2547
2015-4-2,247.09,1.1752,16.6562
2015-4-3,253.07,2.4202,14.6406
2015-4-4,254.29,0.4821,10.2836
2015-4-5,253.76,-0.2084,14.2613
2015-4-6,260.72,2.7427,16.9381
2015-4-7,255.27,-2.0904,19.5653
2015-4-8,253.06,-0.8657,16.0673
2015-4-9,244.75,-3.2838,10.5107
2015-4-10,243.69,-0.4331,11.9661
2015-4-11,236.02,-3.1474,10.2109
2015-4-12,236.54,0.2203,10.6809
2015-4-13,235.95,-0.2494,10.6682
2015-4-14,224.76,-4.7425,4.6666
2015-4-15,219.07,-2.5316,-3.9739
2015-4-16,223.92,2.2139,-11.0921
2015-4-17,228.57,2.0766,-0.2042
2015-4-18,222.85,-2.5025,-2.1105
2015-4-19,223.46,0.2737,-6.2752
2015-4-20,222.61,-0.3804,-3.6324
2015-4-21,224.62,0.9029,-4.3538
2015-4-22,235.6,4.8883,-0.9223
2015-4-23,234.05,-0.6579,-1.9043
2015-4-24,235.97,0.8203,2.4124
2015-4-25,231.24,-2.0045,-0.8676
2015-4-26,226.41,-2.0887,-2.9103
2015-4-27,219.43,-3.0829,-5.3444
2015-4-28,228.97,4.3476,-0.6176
2015-4-29,225.59,-1.4762,-9.3176
2015-4-30,225.69,0.0443,-9.5731
2015-5-1,235.94,4.5416,-7.4226
2015-5-2,232.34,-1.5258,-14.5906
2015-5-3,234.88,1.0932,-16.0206
2015-5-4,240.36,2.3331,-10.4072
2015-5-5,238.85,-0.6282,-12.084
2015-5-6,236.25,-1.0885,-11.9715
2015-5-7,229.66,-2.7894,-16.2813
2015-5-8,237.2,3.2831,-12.4122
2015-5-9,243.77,2.7698,-15.1189
2015-5-10,241.73,-0.8369,-16.5285
2015-5-11,240.3,-0.5916,-18.7015
2015-5-12,242.15,0.7699,-17.2528
2015-5-13,241.4,-0.3097,-14.2713
2015-5-14,236.21,-2.15,-15.3596
2015-5-15,236.96,0.3175,-16.5559
2015-5-16,237.64,0.287,-17.9911
2015-5-17,236.01,-0.6859,-16.774
2015-5-18,236.89,0.3729,-6.1615
2015-5-19,233.04,-1.6252,-9.772
2015-5-20,231.89,-0.4935,-10.5261
2015-5-21,234.02,0.9185,-8.9502
2015-5-22,235.32,0.5555,-11.461
2015-5-23,240.29,2.112,-8.86
2015-5-24,238.98,-0.5452,-2.2366
2015-5-25,240.93,0.816,-0.9397
2015-5-26,237.1,-1.5897,-3.4592
2015-5-27,237.07,-0.0127,-2.8322
2015-5-28,237.26,0.0801,-5.0843
2015-5-29,237.38,0.0506,-1.1325
2015-5-30,237.09,-0.1222,-3.1363
2015-5-31,233.13,-1.6703,-3.5013
2015-6-1,230.23,-1.2439,-5.9204
2015-6-2,222.89,-3.1881,-11.5287
2015-6-3,225.74,1.2787,-10.7321
2015-6-4,225.77,0.0133,-10.5104
2015-6-5,224.15,-0.7175,-13.9706
2015-6-6,225.01,0.3837,-11.4965
2015-6-7,225.6,0.2622,-10.3686
2015-6-8,222.88,-1.2057,-8.2905
2015-6-9,228.54,2.5395,-5.3179
2015-6-10,228.99,0.1969,-1.9736
2015-6-11,228.85,-0.0611,-2.255
2015-6-12,229.71,0.3758,-1.6298
2015-6-13,229.92,0.0914,3.2041
2015-6-14,232.44,1.096,6.8317
2015-6-15,233.42,0.4216,5.0394
2015-6-16,236.76,1.4309,4.3937
2015-6-17,250.82,5.9385,12.8347
2015-6-18,249.43,-0.5542,12.0068
2015-6-19,249.04,-0.1564,12.2308
2015-6-20,244.53,-1.811,9.5169
2015-6-21,245.1,0.2331,4.8617
2015-6-22,243.97,-0.461,5.0586
2015-6-23,246.93,1.2133,5.4516
2015-6-24,244.28,-1.0732,6.3829
2015-6-25,240.37,-1.6006,6.871
2015-6-26,242.6,0.9277,10.8816
2015-6-27,243.55,0.3916,6.9256
2015-6-28,250.96,3.0425,11.4443
2015-6-29,248.72,-0.8926,10.5074
2015-6-30,257.04,3.3451,9.3109
2015-7-1,263.35,2.4549,13.2916
2015-7-2,258.55,-1.8227,10.3757
2015-7-3,255.46,-1.1951,6.8475
2015-7-4,256.49,0.4032,7.8789
2015-7-5,260.8,1.6804,10.6478
2015-7-6,271.11,3.9532,17.3904
2015-7-7,269.96,-0.4242,13.6831
2015-7-8,265.98,-1.4743,9.439
2015-7-9,270.83,1.8234,12.0993
2015-7-10,269.16,-0.6166,12.0743
2015-7-11,284.88,5.8404,17.1448
2015-7-12,293.14,2.8995,20.354
2015-7-13,310.83,6.0347,28.5387
2015-7-14,292.03,-6.0483,22.1729
2015-7-15,288.05,-1.3629,20.523
2015-7-16,286.04,-0.6978,20.5111
2015-7-17,278.09,-2.7793,17.3589
2015-7-18,279.33,0.4459,19.43
2015-7-19,274.77,-1.6325,18.291
2015-7-20,273.5,-0.4622,16.9103
2015-7-21,278.88,1.9671,18.3219
2015-7-22,275.66,-1.1546,15.0553
2015-7-23,277.34,0.6094,16.2099
2015-7-24,276.01,-0.4796,14.9143
2015-7-25,288.16,4.402,20.906
2015-7-26,288.64,0.1666,21.0853
2015-7-27,292.64,1.3858,22.391
2015-7-28,293.63,0.3383,22.6787
2015-7-29,294.48,0.2895,23.0904
2015-7-30,289.1,-1.8269,22.9338
2015-7-31,287.7,-0.4843,23.6934
2015-8-1,284.69,-1.0462,25.8353
2015-8-2,280.45,-1.4893,23.0673
2015-8-3,282.81,0.8415,23.8955
2015-8-4,281.23,-0.5587,24.0543
2015-8-5,284.85,1.2872,24.9578
2015-8-6,281.91,-1.0321,23.6635
2015-8-7,278.74,-1.1245,23.7447
2015-8-8,279.74,0.3588,21.564
2015-8-9,261.12,-6.6562,14.7109
2015-8-10,265.48,1.6697,16.4417
2015-8-11,264.34,-0.4294,15.6365
2015-8-12,270.6,2.3682,17.9133
2015-8-13,266.18,-1.6334,15.1839
2015-8-14,264.13,-0.7702,13.9921
2015-8-15,265.53,0.53,13.0912
2015-8-16,261.87,-1.3784,5.7743
2015-8-17,258.49,-1.2907,5.0378
2015-8-18,257.93,-0.2166,4.9776
2015-8-19,225.67,-12.5073,-5.7187
2015-8-20,226.9,0.545,-5.4068
2015-8-21,235.35,3.7241,-1.2217
2015-8-22,232.66,-1.143,-3.578
2015-8-23,230.38,-0.98,-3.4848
2015-8-24,228.11,-0.9853,-2.8695
2015-8-25,210.07,-7.9085,-11.7057
2015-8-26,222.08,5.7171,-6.3802
2015-8-27,226.05,1.7876,-7.6351
2015-8-28,224.7,-0.5972,-7.3397
2015-8-29,231.55,3.0485,-7.6363
2015-8-30,229.9,-0.7126,-10.8038
2015-8-31,229.11,-0.3436,-9.3247
2015-9-1,230.26,0.5019,-7.6277
2015-9-2,228.03,-0.9685,-8.9994
2015-9-3,229.32,0.5657,-10.1141
2015-9-4,227.21,-0.9201,-14.9874
2015-9-5,230.2,1.316,-13.2472
2015-9-6,234.87,2.0287,-9.7442
2015-9-7,239.93,2.1544,-9.4132
2015-9-8,239.85,-0.0333,-8.8299
2015-9-9,243.41,1.4843,-13.186
2015-9-10,238.34,-2.0829,-18.1684
2015-9-11,238.33,-0.0042,-24.2073
2015-9-12,239.85,0.6378,-17.5212
2015-9-13,235.24,-1.922,-18.0803
2015-9-14,230.61,-1.9682,-19.3507
2015-9-15,230.49,-0.052,-16.6234
2015-9-16,230.25,-0.1041,-17.1734
2015-9-17,229.08,-0.5081,-16.049
2015-9-18,233.52,1.9382,-13.6486
2015-9-19,232.86,-0.2826,-15.8983
2015-9-20,231.4,-0.627,-15.3707
2015-9-21,231.22,-0.0778,-16.0579
2015-9-22,226.97,-1.8381,-17.4164
2015-9-23,230.94,1.7491,-20.0693
2015-9-24,230.36,-0.2511,-20.487
2015-9-25,234.36,1.7364,-20.1364
2015-9-26,235.08,0.3072,-20.1675
2015-9-27,234.14,-0.3999,-20.8569
2015-9-28,232.84,-0.5552,-19.5852
2015-9-29,239.02,2.6542,-16.4467
2015-9-30,236.64,-0.9957,-16.3962
2015-10-1,236,-0.2705,-15.1774
2015-10-2,237.26,0.5339,-15.485
2015-10-3,237.2,-0.0253,-14.9516
2015-10-4,238.53,0.5607,-15.6781
2015-10-5,238.15,-0.1593,-14.8053
2015-10-6,240.36,0.928,-12.7528
2015-10-7,246.17,2.4172,-10.6944
2015-10-8,243.07,-1.2593,-5.2975
2015-10-9,242.5,-0.2345,-7.2017
2015-10-10,243.74,0.5113,-6.261
2015-10-11,244.74,0.4103,-8.2189
2015-10-12,246.88,0.8744,-5.7111
2015-10-13,245.2,-0.6805,-5.6214
2015-10-14,249.49,1.7496,-4.4018
2015-10-15,252.11,1.0501,-1.9733
2015-10-16,254.3,0.8687,0.1861
2015-10-17,262.75,3.3228,3.7255
2015-10-18,270.91,3.1056,19.3384
2015-10-19,261.86,-3.3406,15.4528
2015-10-20,263.57,0.653,12.3817
2015-10-21,269.31,2.1778,15.7025
2015-10-22,266.5,-1.0434,15.6391
2015-10-23,273.65,2.6829,19.3073
2015-10-24,276.5,1.0415,28.2573
2015-10-25,281.45,1.7902,24.3304
2015-10-26,283.63,0.7746,23.3174
2015-10-27,285.18,0.5465,24.4611
2015-10-28,293.7,2.9876,24.4002
2015-10-29,304.32,3.6159,28.7287
2015-10-30,313.94,3.1611,32.2334
2015-10-31,328.51,4.641,36.3725
2015-11-1,315.01,-4.1095,33.2315
2015-11-2,325.94,3.4697,36.1355
2015-11-3,361.87,11.0235,48.0791
2015-11-4,403.66,11.5483,58.3114
2015-11-5,408.08,1.095,57.3777
2015-11-6,388.05,-4.9084,50.3149
2015-11-7,374.27,-3.5511,46.7971
2015-11-8,384.28,2.6745,47.9873
2015-11-9,374.32,-2.5919,47.4783
2015-11-10,379.98,1.5121,48.9946
2015-11-11,339.82,-10.569,37.7878
2015-11-12,314.08,-7.5746,32.1352
2015-11-13,338.5,7.7751,41.8785
2015-11-14,336.62,-0.5554,41.3751
2015-11-15,333.05,-1.0605,40.4187
2015-11-16,319.73,-3.9994,36.9274
2015-11-17,330.36,3.3247,38.3139
2015-11-18,334.59,1.2804,39.8769
2015-11-19,334.68,0.0269,40.5308
2015-11-20,326.41,-2.471,38.1376
2015-11-21,322.09,-1.3235,38.6522
2015-11-22,326.98,1.5182,38.4213
2015-11-23,324.35,-0.8043,37.8681
2015-11-24,323.01,-0.4131,35.7186
2015-11-25,320.05,-0.9164,34.495
2015-11-26,328.3,2.5777,37.4726
2015-11-27,351.86,7.1764,45.2042
2015-11-28,357.14,1.5006,44.0506
2015-11-29,357.47,0.0924,45.1387
2015-11-30,371.44,3.908,49.3172
2015-12-1,377.41,1.6073,50.3906
2015-12-2,361.85,-4.1228,46.2931
2015-12-3,359.33,-0.6964,45.036
2015-12-4,361.26,0.5371,45.7324
2015-12-5,363.72,0.681,45.4854
2015-12-6,389.55,7.1016,50.1698
2015-12-7,389.98,0.1104,51.5395
2015-12-8,395.75,1.4796,53.2536
2015-12-9,414.44,4.7227,57.465
2015-12-10,417.99,0.8566,57.9113
2015-12-11,415.28,-0.6483,56.3886
2015-12-12,452.33,8.9217,65.9908
2015-12-13,431.66,-4.5697,59.6715
2015-12-14,433.27,0.373,58.9944
2015-12-15,443.88,2.4488,60.5745
2015-12-16,465.21,4.8054,62.0571
2015-12-17,454.78,-2.242,56.7095
2015-12-18,455.85,0.2353,60.2854
2015-12-19,463.55,1.6892,61.3216
2015-12-20,462.23,-0.2848,58.859
2015-12-21,442.84,-4.1949,55.7075
2015-12-22,437.44,-1.2194,51.8052
2015-12-23,436.72,-0.1646,50.5991
2015-12-24,443.09,1.4586,50.2675
2015-12-25,454.86,2.6563,52.1492
2015-12-26,455.76,0.1979,51.8006
2015-12-27,416.51,-8.612,40.201
2015-12-28,423.34,1.6398,38.2249
2015-12-29,422.1,-0.2929,34.7709
2015-12-30,433.3,2.6534,32.7833
2015-12-31,425.88,-1.7124,35.1804
2016-1-1,430.72,1.1365,32.8472
2016-1-2,434.62,0.9055,22.7292
2016-1-3,433.58,-0.2393,10.9416
2016-1-4,430.06,-0.8118,9.0348
2016-1-5,433.07,0.6999,14.6431
2016-1-6,431.86,-0.2794,17.9148
2016-1-7,430.01,-0.4284,14.8119
2016-1-8,457.54,6.4022,23.806
2016-1-9,453.38,-0.9092,21.3847
2016-1-10,448.24,-1.1337,30.82
2016-1-11,448.7,0.1026,38.4972
2016-1-12,448.18,-0.1159,30.6062
2016-1-13,434.67,-3.0144,28.1472
2016-1-14,432.29,-0.5475,28.6602
2016-1-15,430.26,-0.4696,32.19
2016-1-16,365.07,-15.1513,13.714
2016-1-17,387.15,6.0482,18.4818
2016-1-18,381.73,-1.4,17.0549
2016-1-19,387.03,1.3884,20.9143
2016-1-20,379.74,-1.8836,20.3542
2016-1-21,419.63,10.5046,29.3406
2016-1-22,409.75,-2.3545,27.7904
2016-1-23,382.43,-6.6675,21.536
2016-1-24,388.1,1.4826,23.935
2016-1-25,402.32,3.664,25.0213
2016-1-26,392,-2.5651,15.2798
2016-1-27,392.44,0.1122,13.8914
2016-1-28,395.15,0.6906,14.4896
2016-1-29,380.11,-3.8061,6.7755
2016-1-30,378.86,-0.3289,4.8393
2016-1-31,378.29,-0.1505,8.8116
2016-2-1,369.35,-2.3633,7.1447
2016-2-2,372.92,0.9666,7.5742
2016-2-3,374.65,0.4639,7.3571
2016-2-4,370.17,-1.1958,-0.9403
2016-2-5,388.9,5.0598,4.0091
2016-2-6,386.59,-0.594,1.9355
2016-2-7,376.51,-2.6074,-5.3946
2016-2-8,376.76,0.0664,-6.1848
2016-2-9,373.42,-0.8865,-6.423
2016-2-10,376.15,0.7311,-14.6136
2016-2-11,382.11,1.5845,-8.4594
2016-2-12,379.69,-0.6333,-9.4657
2016-2-13,384.64,1.3037,-10.6108
2016-2-14,392.93,2.1553,-13.2609
2016-2-15,407.57,3.7259,-7.293
2016-2-16,401.43,-1.5065,-9.0348
2016-2-17,407.66,1.552,-9.172
2016-2-18,416.57,2.1856,-6.7016
2016-2-19,422.73,1.4787,-1.028
2016-2-20,421.6,-0.2673,-0.0759
2016-2-21,437.77,3.8354,3.9241
2016-2-22,438.99,0.2787,2.7442
2016-2-23,438.26,-0.1663,-0.0784
2016-2-24,420.96,-3.9474,-4.2237
2016-2-25,425.04,0.9692,5.3575
2016-2-26,424.63,-0.0965,3.6212
2016-2-27,432.84,1.9334,5.8475
2016-2-28,432.57,-0.0624,3.1317
2016-2-29,433.44,0.2011,5.0452
2016-3-1,437.92,1.0336,4.9423
2016-3-2,435.13,-0.6371,3.3997
2016-3-3,423.91,-2.5785,1.0605
2016-3-4,421.84,-0.4883,1.384
2016-3-5,410.78,-2.6218,-1.9377
2016-3-6,400.52,-2.4977,-4.156
2016-3-7,407.76,1.8077,-1.9199
2016-3-8,414.46,1.6431,-6.679
2016-3-9,413.89,-0.1375,-5.9073
2016-3-10,414.74,0.2054,-4.5682
2016-3-11,417.24,0.6028,-4.068
2016-3-12,421.61,1.0474,-2.9047
2016-3-13,411.65,-2.3624,-2.2527
2016-3-14,414.2,0.6195,-1.0857
2016-3-15,416.39,0.5287,-0.0874
2016-3-16,416.89,0.1201,15.184
2016-3-17,417.89,0.2399,9.3757
2016-3-18,420.55,0.6365,11.4122
2016-3-19,409.27,-2.6822,7.3416
2016-3-20,410.4,0.2761,9.5013
2016-3-21,413.42,0.7359,-0.2674
2016-3-22,413.13,-0.0701,2.017
2016-3-23,418.16,1.2175,9.902
2016-3-24,418.42,0.0622,8.4816
2016-3-25,416.51,-0.4565,4.3611
2016-3-26,417.36,0.2041,7.1303
2016-3-27,418.14,0.1869,7.205
2016-3-28,426.55,2.0113,8.5257
2016-3-29,424.3,-0.5275,11.8043
2016-3-30,416.83,-1.7605,10.3727
2016-3-31,415.26,-0.3767,10.1465
2016-4-1,416.76,0.3612,12.871
2016-4-2,418.42,0.3983,12.3027
2016-4-3,421.17,0.6572,12.496
2016-4-4,421.3,0.0309,13.7227
2016-4-5,421.02,-0.0665,8.5964
2016-4-6,424.28,0.7743,9.9647
2016-4-7,423.62,-0.1556,12.4165
2016-4-8,422.91,-0.1676,12.1825
2016-4-9,420.81,-0.4966,12.5724
2016-4-10,419.59,-0.2899,11.5514
2016-4-11,421.87,0.5434,10.5103
2016-4-12,422.84,0.2299,11.3735
2016-4-13,425.63,0.6598,10.7296
2016-4-14,423.93,-0.3994,8.1749
2016-4-15,424.43,0.1179,4.5669
2016-4-16,429.58,1.2134,7.2868
2016-4-17,430.64,0.2468,5.9816
2016-4-18,427.61,-0.7036,3.0924
2016-4-19,428.7,0.2549,1.8686
2016-4-20,435.32,1.5442,3.6801
2016-4-21,441.42,1.4013,1.246
2016-4-22,449.69,1.8735,2.8408
2016-4-23,445.86,-0.8517,2.1554
2016-4-24,450.56,1.0541,7.1569
2016-4-25,459.12,1.8999,8.0876
2016-4-26,461.65,0.5511,8.7352
2016-4-27,466.26,0.9986,7.8004
2016-4-28,445.04,-4.5511,3.3117
2016-4-29,449.41,0.9819,4.0925
2016-4-30,455.18,1.2839,4.3428
2016-5-1,448.48,-1.4719,3.508
2016-5-2,451.93,0.7693,6.8558
2016-5-3,444.73,-1.5932,5.7509
2016-5-4,450.18,1.2255,9.5982
2016-5-5,446.71,-0.7708,11.3251
2016-5-6,447.94,0.2753,9.7927
2016-5-7,459.64,2.612,10.7616
2016-5-8,458.43,-0.2632,10.6359
2016-5-9,458.21,-0.048,10.3825
2016-5-10,460.52,0.5041,10.2838
2016-5-11,450.86,-2.0976,7.1388
2016-5-12,452.45,0.3527,9.8539
2016-5-13,454.85,0.5304,9.7648
2016-5-14,455.82,0.2133,9.4494
2016-5-15,455.76,-0.0132,9.3161
2016-5-16,457.59,0.4015,9.4777
2016-5-17,454.01,-0.7824,8.0588
2016-5-18,453.69,-0.0705,10.6705
2016-5-19,454.52,0.1829,10.5773
2016-5-20,437.79,-3.6808,6.1606
2016-5-21,442.97,1.1832,7.4139
2016-5-22,443.22,0.0564,6.2528
2016-5-23,439.35,-0.8732,5.3174
2016-5-24,444.29,1.1244,6.8983
2016-5-25,446.06,0.3984,7.0926
2016-5-26,449.67,0.8093,7.715
2016-5-27,453.52,0.8562,6.5599
2016-5-28,473.03,4.3019,11.3893
2016-5-29,527.48,11.5109,24.6607
2016-5-30,528.47,0.1877,25.2251
2016-5-31,534.19,1.0824,25.9463
2016-6-1,531.11,-0.5766,24.9714
2016-6-2,536.52,1.0186,25.3328
2016-6-3,537.68,0.2162,25.5181
2016-6-4,569.71,5.9571,31.5417
2016-6-5,573.31,0.6319,31.3993
2016-6-6,574.6,0.225,31.7799
2016-6-7,585.45,1.8883,33.8358
2016-6-8,577.17,-1.4143,32.9181
2016-6-9,582.2,0.8715,34.0795
2016-6-10,575.84,-1.0924,32.4437
2016-6-11,578.67,0.4915,32.7053
2016-6-12,609.68,5.3588,37.4043
2016-6-13,671.65,10.1643,47.968
2016-6-14,704.5,4.8909,52.741
2016-6-15,685.68,-2.6714,48.8562
2016-6-16,696.52,1.5809,50.1903
2016-6-17,768.49,10.3328,61.2267
2016-6-18,748.76,-2.5674,58.4044
2016-6-19,756.69,1.0591,57.9193
2016-6-20,763.93,0.9568,57.4748
2016-6-21,735.88,-3.6718,51.9295
2016-6-22,665.91,-9.5083,43.2729
2016-6-23,597.44,-10.2822,31.9366
2016-6-24,625.58,4.7101,34.7468
2016-6-25,665.28,6.3461,40.5418
2016-6-26,665.93,0.0977,39.6409
2016-6-27,629.35,-5.4931,38.6989
2016-6-28,658.1,4.5682,42.2852
2016-6-29,644.12,-2.1243,38.877
2016-6-30,640.59,-0.548,39.8009
2016-7-1,672.52,4.9845,44.0161
2016-7-2,676.73,0.626,46.2353
2016-7-3,704.97,4.173,49.1828
2016-7-4,658.8,-6.5492,43.4044
2016-7-5,683.21,3.7052,46.8343
2016-7-6,670.42,-1.872,42.3503
2016-7-7,678.09,1.1441,43.7576
2016-7-8,640.69,-5.5155,38.2901
2016-7-9,666.38,4.0097,41.7957
2016-7-10,650.6,-2.368,41.5253
2016-7-11,648.48,-0.3259,40.8467
2016-7-12,648.28,-0.0308,40.2855
2016-7-13,664.8,2.5483,42.6205
2016-7-14,652.92,-1.787,40.8467
2016-7-15,659.17,0.9572,41.4024
2016-7-16,663.78,0.6994,42.8842
2016-7-17,661.99,-0.2697,42.685
2016-7-18,679.81,2.6919,45.194
2016-7-19,672.74,-1.04,47.8348
2016-7-20,672.81,0.0104,46.662
2016-7-21,665.23,-1.1266,45.479
2016-7-22,664.92,-0.0466,46.3056
2016-7-23,650.73,-2.1341,43.0471
2016-7-24,655.41,0.7192,43.3679
2016-7-25,661.26,0.8926,43.4512
2016-7-26,654.23,-1.0631,41.5319
2016-7-27,651.63,-0.3974,36.8326
2016-7-28,654.49,0.4389,25.7606
2016-7-29,655.11,0.0947,25.6676
2016-7-30,657.01,0.29,24.8752
2016-7-31,655.1,-0.2907,25.1611
2016-8-1,624.6,-4.6558,19.4867
2016-8-2,606.4,-2.9139,16.3566
2016-8-3,548.66,-9.5218,0.8777
2016-8-4,566.33,3.2206,3.4664
2016-8-5,578.28,2.1101,5.3515
2016-8-6,575.03,-0.562,2.9012
2016-8-7,587.77,2.2155,6.531
2016-8-8,592.74,0.8456,6.5051
2016-8-9,591.04,-0.2868,7.3107
2016-8-10,587.65,-0.5736,6.2456
2016-8-11,592.12,0.7607,1.6475
2016-8-12,588.8,-0.5607,-9.0775
2016-8-13,587.36,-0.2446,-14.213
2016-8-14,585.59,-0.3013,-11.8429
2016-8-15,570.49,-2.5786,-16.0024
2016-8-16,567.24,-0.5697,-26.9049
2016-8-17,577.76,1.8546,-22.4829
2016-8-18,573.71,-0.701,-24.243
2016-8-19,574.34,0.1098,-25.09
2016-8-20,576.08,0.303,-21.1152
2016-8-21,581.94,1.0172,-10.5897
2016-8-22,581.31,-0.1083,-0.4158
2016-8-23,586.77,0.9393,-4.1866
2016-8-24,583.41,-0.5726,-11.1053
2016-8-25,580.18,-0.5536,-11.7566
2016-8-26,577.75,-0.4188,-6.6823
2016-8-27,579.45,0.2942,-10.9563
2016-8-28,569.83,-1.6602,-10.4922
2016-8-29,574.07,0.7441,-9.2001
2016-8-30,574.11,0.007,-14.1776
2016-8-31,577.59,0.6062,-14.1974
2016-9-1,575.55,-0.3532,-18.7236
2016-9-2,572.41,-0.5456,-12.72
2016-9-3,575.55,0.5486,-15.8766
2016-9-4,598.59,4.0031,-10.0015
2016-9-5,608.99,1.7374,-9.4082
2016-9-6,606.51,-0.4072,-4.2999
2016-9-7,610.57,0.6694,-7.6402
2016-9-8,614.64,0.6666,-4.6056
2016-9-9,626.35,1.9052,-2.3745
2016-9-10,622.93,-0.546,-2.8897
2016-9-11,623.42,0.0787,-5.3593
2016-9-12,607.01,-2.6323,-6.2046
2016-9-13,608.03,0.168,-6.9938
2016-9-14,608.84,0.1332,-7.56
2016-9-15,610.59,0.2874,-7.0029
2016-9-16,607.25,-0.547,-10.2418
2016-9-17,607.22,-0.0049,-9.2067
2016-9-18,606.28,-0.1548,-9.3719
2016-9-19,609.87,0.5921,-7.6532
2016-9-20,609.25,-0.1017,-7.7083
2016-9-21,603.59,-0.929,-6.5032
2016-9-22,597.28,-1.0454,-8.2678
2016-9-23,596.2,-0.1808,-9.3412
2016-9-24,602.96,1.1338,-7.1443
2016-9-25,602.75,-0.0348,-6.7817
2016-9-26,600.81,-0.3219,-7.5425
2016-9-27,608.02,1.2,-6.4372
2016-9-28,606.24,-0.2928,-7.02
2016-9-29,605.02,-0.2012,-6.9305
2016-9-30,605.72,0.1157,-2.159
2016-10-1,609.93,0.695,1.4499
2016-10-2,613.95,0.6591,11.6308
2016-10-3,610.97,-0.4854,7.9248
2016-10-4,612.05,0.1768,5.9915
2016-10-5,610.22,-0.299,6.2545
2016-10-6,612.47,0.3687,4.4077
2016-10-7,612.61,0.0229,3.585
2016-10-8,617.34,0.7721,4.6439
2016-10-9,619.17,0.2964,5.5139
2016-10-10,616.82,-0.3795,4.3737
2016-10-11,619.24,0.3923,5.3267
2016-10-12,640.87,3.493,9.0643
2016-10-13,636.03,-0.7552,8.6104
2016-10-14,637.01,0.1541,11.3431
2016-10-15,640.31,0.518,12.4308
2016-10-16,639.08,-0.1921,10.3841
2016-10-17,641.82,0.4287,11.5138
2016-10-18,639.41,-0.3755,11.0285
2016-10-19,638.13,-0.2002,10.5253
2016-10-20,630.66,-1.1706,8.3375
2016-10-21,630.83,0.027,8.4728
2016-10-22,633.14,0.3662,7.8997
2016-10-23,657.62,3.8664,12.3387
2016-10-24,657.16,-0.0699,12.8224
2016-10-25,654,-0.4809,12.7603
2016-10-26,657.68,0.5627,13.0288
2016-10-27,678.21,3.1216,17.8106
2016-10-28,688,1.4435,18.51
2016-10-29,690.29,0.3328,18.8358
2016-10-30,714.12,3.4522,21.6818
2016-10-31,702.64,-1.6076,20.4274
2016-11-1,701.34,-0.185,20.788
